13:13:14,-78
13:13:14,-77
13:13:14,-79
13:13:14,-83
13:13:14,-82
13:13:14,-80
13:13:14,-75
13:13:14,-84
13:13:14,-67
13:13:14,-77
13:13:14,-76
13:13:14,-66
13:13:14,-70
13:13:14,-80
13:13:14,-78
13:13:14,-80
13:13:14,-78
13:13:14,-56
13:13:14,-74
13:13:14,-63
13:13:19,-78
13:13:19,-77
13:13:19,-79
13:13:19,-82
13:13:19,-79
13:13:19,-75
13:13:19,-65
13:13:19,-79
13:13:19,-66
13:13:19,-70
13:13:19,-78
13:13:19,-80
13:13:19,-78
13:13:19,-57
13:13:19,-74
13:13:19,-61
13:13:24,-78
13:13:24,-77
13:13:24,-80
13:13:24,-79
13:13:24,-75
13:13:24,-66
13:13:24,-75
13:13:24,-63
13:13:24,-69
13:13:24,-78
13:13:24,-80
13:13:24,-78
13:13:24,-56
13:13:24,-74
13:13:24,-64
13:13:29,-78
13:13:29,-77
13:13:29,-80
13:13:29,-80
13:13:29,-67
13:13:29,-78
13:13:29,-69
13:13:29,-69
13:13:29,-78
13:13:29,-81
13:13:29,-78
13:13:29,-57
13:13:29,-74
13:13:29,-60
13:13:34,-78
13:13:34,-77
13:13:34,-79
13:13:34,-80
13:13:34,-66
13:13:34,-77
13:13:34,-67
13:13:34,-70
13:13:34,-78
13:13:34,-81
13:13:34,-57
13:13:34,-64
13:13:39,-78
13:13:39,-76
13:13:39,-81
13:13:39,-82
13:13:39,-67
13:13:39,-78
13:13:39,-71
13:13:39,-68
13:13:39,-78
13:13:39,-81
13:13:39,-56
13:13:39,-62
13:13:44,-78
13:13:44,-75
13:13:44,-79
13:13:44,-81
13:13:45,-66
13:13:45,-77
13:13:45,-67
13:13:45,-69
13:13:45,-78
13:13:45,-80
13:13:45,-58
13:13:45,-65
13:13:50,-78
13:13:50,-79
13:13:50,-81
13:13:50,-81
13:13:50,-67
13:13:50,-78
13:13:50,-69
13:13:50,-69
13:13:50,-76
13:13:50,-80
13:13:50,-55
13:13:50,-65
13:13:55,-76
13:13:55,-80
13:13:55,-80
13:13:55,-66
13:13:55,-76
13:13:55,-66
13:13:55,-70
13:13:55,-78
13:13:55,-80
13:13:55,-59
13:13:55,-82
13:13:55,-64
13:14:00,-78
13:14:00,-79
13:14:00,-80
13:14:00,-65
13:14:00,-80
13:14:00,-67
13:14:00,-70
13:14:00,-77
13:14:00,-78
13:14:00,-55
13:14:00,-82
13:14:00,-62
13:14:05,-75
13:14:05,-79
13:14:05,-80
13:14:05,-65
13:14:05,-76
13:14:05,-66
13:14:05,-68
13:14:05,-77
13:14:05,-78
13:14:05,-58
13:14:05,-82
13:14:05,-71
13:14:10,-78
13:14:10,-80
13:14:10,-80
13:14:10,-66
13:14:10,-78
13:14:10,-68
13:14:10,-68
13:14:10,-78
13:14:10,-78
13:14:10,-55
13:14:10,-82
13:14:10,-71
13:14:15,-67
13:14:15,-78
13:14:15,-80
13:14:15,-80
13:14:15,-78
13:14:15,-66
13:14:15,-71
13:14:15,-78
13:14:15,-78
13:14:15,-58
13:14:15,-82
13:14:15,-66
13:14:20,-68
13:14:20,-78
13:14:20,-78
13:14:20,-82
13:14:20,-78
13:14:20,-67
13:14:20,-65
13:14:20,-79
13:14:20,-78
13:14:20,-55
13:14:20,-82
13:14:20,-62
13:14:25,-78
13:14:25,-78
13:14:25,-82
13:14:25,-69
13:14:25,-78
13:14:25,-69
13:14:25,-68
13:14:25,-77
13:14:25,-78
13:14:25,-57
13:14:25,-82
13:14:25,-65
13:14:30,-78
13:14:30,-78
13:14:30,-80
13:14:30,-66
13:14:30,-78
13:14:30,-66
13:14:30,-68
13:14:30,-79
13:14:30,-78
13:14:30,-57
13:14:30,-82
13:14:30,-68
13:14:35,-77
13:14:35,-78
13:14:35,-80
13:14:35,-67
13:14:36,-77
13:14:36,-64
13:14:36,-69
13:14:36,-76
13:14:36,-78
13:14:36,-58
13:14:36,-82
13:14:36,-68
13:14:41,-81
13:14:41,-82
13:14:41,-80
13:14:41,-67
13:14:41,-77
13:14:41,-66
13:14:41,-67
13:14:41,-79
13:14:41,-80
13:14:41,-56
13:14:41,-82
13:14:41,-68
13:14:46,-77
13:14:46,-80
13:14:46,-79
13:14:46,-80
13:14:46,-63
13:14:46,-77
13:14:46,-66
13:14:46,-71
13:14:46,-76
13:14:46,-80
13:14:46,-59
13:14:46,-82
13:14:46,-68
13:14:51,-80
13:14:51,-80
13:14:51,-79
13:14:51,-79
13:14:51,-68
13:14:51,-77
13:14:51,-68
13:14:51,-71
13:14:51,-75
13:14:51,-82
13:14:51,-60
13:14:51,-82
13:14:51,-64
13:14:56,-77
13:14:56,-80
13:14:56,-80
13:14:56,-79
13:14:56,-66
13:14:56,-79
13:14:56,-66
13:14:56,-65
13:14:56,-74
13:14:56,-80
13:14:56,-59
13:14:56,-82
13:14:56,-65
13:15:01,-81
13:15:01,-80
13:15:01,-81
13:15:01,-78
13:15:01,-69
13:15:01,-77
13:15:01,-67
13:15:01,-67
13:15:01,-76
13:15:01,-80
13:15:01,-59
13:15:01,-82
13:15:01,-67
13:15:06,-81
13:15:06,-80
13:15:06,-79
13:15:06,-78
13:15:06,-68
13:15:06,-77
13:15:06,-67
13:15:06,-70
13:15:06,-74
13:15:06,-80
13:15:06,-61
13:15:06,-82
13:15:06,-66
13:15:11,-79
13:15:11,-80
13:15:11,-79
13:15:11,-82
13:15:11,-67
13:15:11,-78
13:15:11,-68
13:15:11,-68
13:15:11,-74
13:15:11,-80
13:15:11,-56
13:15:11,-82
13:15:11,-63
13:15:16,-79
13:15:16,-80
13:15:16,-81
13:15:16,-80
13:15:16,-66
13:15:16,-78
13:15:16,-67
13:15:16,-69
13:15:16,-74
13:15:16,-80
13:15:16,-61
13:15:16,-82
13:15:16,-63
13:15:21,-79
13:15:21,-80
13:15:21,-78
13:15:21,-80
13:15:21,-65
13:15:21,-78
13:15:21,-68
13:15:21,-68
13:15:21,-76
13:15:21,-80
13:15:21,-58
13:15:21,-82
13:15:21,-65
13:15:26,-77
13:15:26,-80
13:15:26,-80
13:15:26,-82
13:15:26,-66
13:15:26,-78
13:15:26,-66
13:15:26,-67
13:15:27,-74
13:15:27,-80
13:15:27,-62
13:15:27,-82
13:15:27,-68
13:15:32,-77
13:15:32,-80
13:15:32,-78
13:15:32,-80
13:15:32,-66
13:15:32,-78
13:15:32,-72
13:15:32,-67
13:15:32,-75
13:15:32,-80
13:15:32,-58
13:15:32,-82
13:15:32,-68
13:15:37,-76
13:15:37,-80
13:15:37,-78
13:15:37,-80
13:15:37,-66
13:15:37,-79
13:15:37,-64
13:15:37,-67
13:15:37,-77
13:15:37,-80
13:15:37,-60
13:15:37,-82
13:15:37,-72
13:15:42,-76
13:15:42,-80
13:15:42,-78
13:15:42,-82
13:15:42,-66
13:15:42,-79
