0,-75.15
1,-73.625
2,-72.8
3,-73.28571429
4,-72.83333333
5,-73.16666667
6,-78.25
7,-70
8,-73.16666667
9,-73.08333333
10,-72.75
11,-72.91666667
12,-73.5
13,-73.5
14,-72.66666667
15,-73.41666667
16,-73.16666667
17,-75.5
18,-71.5
19,-73.75
20,-73.69230769
21,-74.23076923
22,-73.23076923
23,-74.15384615
24,-74.07692308
25,-73.53846154
26,-73.84615385
27,-73.61538462
28,-74.5
29,-73.2
30,-73.92307692
31,-73.92307692
32,-73.61538462
33,-73.92307692
34,-73.33333333
35,-73.08333333
36,-73.33333333
37,-72.91666667
38,-72.66666667
39,-78
40,-72.27272727
41,-72.91666667
42,-73
43,-73.16666667
44,-72.83333333
45,-72.58333333
46,-73
47,-73.33333333
48,-74.25
49,-73.25
50,-78
51,-72.33333333
52,-73.25
53,-73.5
54,-73.16666667
55,-73.16666667
56,-72.83333333
57,-73.5
58,-73.75
59,-73.41666667
60,-73.41666667
61,-73.66666667
62,-64
63,-74.63636364
64,-73.41666667
65,-73.58333333
66,-73.33333333
67,-73.08333333
68,-73.25
69,-73.92307692
70,-74.15384615
71,-78.5
72,-73.18181818
73,-74.61538462
74,-74.38461538
75,-74.15384615
76,-74.15384615
77,-73.07692308
78,-74.61538462
79,-73.15384615
80,-73.07692308
81,-73.61538462
82,-72.69230769
83,-72.69230769
84,-73.30769231
85,-73
86,-72
87,-72
88,-71.75
89,-71.41666667
90,-72.41666667
91,-72
92,-72.08333333
93,-79.66666667
94,-68.88888889
95,-72.25
96,-71.41666667
97,-72.25
98,-71.91666667
99,-72.33333333
100,-72.16666667
101,-72.91666667
102,-72.58333333
103,-72.5
104,-72.25
105,-72.41666667
106,-70.90909091
107,-71.36363636
108,-73
109,-73.25
110,-73.08333333
111,-71.75
112,-72.08333333
113,-72
114,-72.5
115,-76
116,-70.28571429
117,-73
118,-74.15384615
119,-73.38461538
120,-73.92307692
121,-73.38461538
122,-73.69230769
123,-73.30769231
124,-72.84615385
125,-72.92307692
126,-76.5
127,-70.71428571
128,-73.38461538
129,-73.30769231
130,-73
131,-73.53846154
132,-73
133,-73.15384615
134,-73.15384615
135,-77.16666667
136,-70.85714286
137,-72.46153846
138,-73.07692308
139,-72.69230769
140,-74.84615385
141,-73.46153846
142,-74.07692308
143,-74.38461538
144,-74.23076923
145,-72.53846154
146,-74.23076923
147,-73.46153846
148,-72.92307692
149,-72.84615385
150,-73.69230769
151,-72.46153846
152,-73.84615385
153,-72.76923077
154,-73
155,-73.23076923
156,-74
157,-73.15384615
158,-73.07692308
159,-72.84615385
160,-73.84615385
161,-73.23076923
162,-73.69230769
163,-73.92307692
164,-74.07692308
165,-74.15384615
166,-74
167,-74.07142857
168,-73.42857143
169,-80.6
170,-69.66666667
171,-73.71428571
172,-74.21428571
173,-73.14285714
174,-73.78571429
175,-73.14285714
176,-81.16666667
177,-67.875
178,-73.64285714
179,-74.14285714
180,-74.14285714
181,-73.78571429
182,-74.07692308
183,-72.76923077
184,-73.69230769
185,-73.07692308
186,-73.23076923
187,-73
188,-80
189,-73.16666667
190,-73.23076923
191,-73.76923077
192,-73.76923077
193,-74.07692308
194,-73.25
195,-72.75
196,-76.66666667
197,-68
198,-72.58333333
199,-72
200,-72.58333333
201,-72.5
202,-72.83333333
